status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
4,77,3,2,700,2,2,4,1,1,4,35,3,1,3,4,2,1,0,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
4,67,0,10,1650,5,1,2,2,2,3,38,2,1,4,3,2,2,0,1
2,77,0,7,950,1,4,2,2,4,2,33,3,2,4,3,2,2,0,1
2,11,0,3,2350,5,3,4,2,4,2,33,3,1,1,4,1,1,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
2,59,0,1,1325,5,4,2,2,2,2,34,3,1,3,2,1,1,1,1
1,84,1,0,2600,3,1,2,3,1,4,44,3,1,3,4,1,2,1,1
3,95,2,5,1925,4,1,4,2,4,2,28,2,2,2,2,2,1,1,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
4,16,0,8,750,2,5,1,3,2,2,19,1,2,4,4,1,2,0,1
2,53,1,3,2225,5,5,2,3,1,1,32,3,2,1,4,1,1,0,1
3,40,2,4,250,2,5,1,2,2,4,18,1,2,4,2,1,2,1,1
2,59,3,10,2025,2,4,1,1,3,3,35,1,1,4,2,1,2,1,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
4,27,0,7,2650,4,4,4,2,4,3,44,1,2,4,4,2,2,1,1
3,24,3,1,2250,4,4,1,1,2,2,20,3,1,4,3,2,2,0,1
4,67,0,10,1650,5,1,2,2,2,3,38,2,1,4,3,2,2,0,1
2,63,2,6,700,1,1,2,2,4,2,44,2,1,3,1,2,1,1,1
2,70,0,10,1725,5,2,3,3,3,1,22,3,1,1,3,2,1,1,1
1,40,1,4,1975,5,5,1,2,4,2,19,3,2,2,1,2,1,0,1
3,44,3,4,2825,3,1,1,2,4,2,20,1,2,3,1,2,2,0,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
2,77,0,7,950,1,4,2,2,4,2,33,3,2,4,3,2,2,0,1
1,45,2,9,2550,3,1,3,1,3,2,40,3,2,4,1,1,2,0,1
1,86,0,10,650,1,2,3,3,2,2,35,1,2,2,1,2,1,1,1
1,45,2,9,2550,3,1,3,1,3,2,40,3,2,4,1,1,2,0,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
4,27,0,7,2650,4,4,4,2,4,3,44,1,2,4,4,2,2,1,1
2,11,2,2,200,5,4,3,1,3,2,29,1,1,3,4,1,2,1,1
2,63,2,6,700,1,1,2,2,4,2,44,2,1,3,1,2,1,1,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
3,49,1,6,1000,5,3,2,2,3,3,38,1,1,3,3,1,1,0,1
4,73,1,0,1150,5,1,3,1,1,2,21,3,1,3,1,2,1,1,1
2,67,1,9,2150,4,1,3,1,1,1,23,3,2,4,4,2,1,0,1
2,67,1,9,2150,4,1,3,1,1,1,23,3,2,4,4,2,1,0,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
3,50,2,1,1850,1,2,3,2,2,3,38,3,1,1,3,1,1,1,1
4,77,3,2,700,2,2,4,1,1,4,35,3,1,3,4,2,1,0,1
2,11,2,2,200,5,4,3,1,3,2,29,1,1,3,4,1,2,1,1
1,45,2,9,2550,3,1,3,1,3,2,40,3,2,4,1,1,2,0,1
1,84,1,0,2600,3,1,2,3,1,4,44,3,1,3,4,1,2,1,1
2,59,0,1,1325,5,4,2,2,2,2,34,3,1,3,2,1,1,1,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
1,51,3,8,1325,4,2,1,1,1,2,22,2,1,2,4,1,2,1,1
3,49,1,6,1000,5,3,2,2,3,3,38,1,1,3,3,1,1,0,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
4,100,1,10,1050,4,2,1,2,2,3,26,2,1,3,4,1,1,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
2,63,2,6,700,1,1,2,2,4,2,44,2,1,3,1,2,1,1,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
2,11,0,3,2350,5,3,4,2,4,2,33,3,1,1,4,1,1,0,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
1,31,3,0,2550,2,3,3,2,4,4,28,1,1,3,1,1,2,1,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
2,53,1,3,2225,5,5,2,3,1,1,32,3,2,1,4,1,1,0,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
4,88,1,2,2650,1,3,1,3,3,1,42,3,2,1,3,2,1,1,1
4,73,1,0,1150,5,1,3,1,1,2,21,3,1,3,1,2,1,1,1
2,70,0,10,1725,5,2,3,3,3,1,22,3,1,1,3,2,1,1,1
1,31,3,0,2550,2,3,3,2,4,4,28,1,1,3,1,1,2,1,1
1,93,4,3,450,3,4,1,3,2,3,19,2,1,2,1,1,1,1,1
1,51,3,8,1325,4,2,1,1,1,2,22,2,1,2,4,1,2,1,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
2,59,0,1,1325,5,4,2,2,2,2,34,3,1,3,2,1,1,1,1
4,67,0,10,1650,5,1,2,2,2,3,38,2,1,4,3,2,2,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
2,66,0,8,2650,5,1,2,2,3,4,27,3,1,2,1,1,1,1,1
1,17,1,3,1200,1,3,3,1,3,1,27,3,1,1,3,2,1,1,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
4,70,1,8,1100,1,2,4,1,1,1,40,3,1,1,4,2,2,1,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
2,32,1,4,2375,5,4,3,2,1,4,29,2,1,1,4,1,1,0,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
3,10,2,1,1575,5,4,1,3,3,2,30,1,1,4,1,1,2,1,1
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
4,67,0,10,1650,5,1,2,2,2,3,38,2,1,4,3,2,2,0,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
2,27,0,0,1525,4,4,3,3,2,4,21,3,2,2,1,2,1,0,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
3,24,3,1,2250,4,4,1,1,2,2,20,3,1,4,3,2,2,0,1
4,88,1,2,2650,1,3,1,3,3,1,42,3,2,1,3,2,1,1,1
1,40,1,4,1975,5,5,1,2,4,2,19,3,2,2,1,2,1,0,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
3,35,2,6,2775,1,3,2,1,1,1,40,1,2,4,1,2,2,1,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
2,71,1,7,2550,2,3,4,3,1,4,32,3,1,2,3,1,2,0,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
2,59,0,1,1325,5,4,2,2,2,2,34,3,1,3,2,1,1,1,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
1,93,4,3,450,3,4,1,3,2,3,19,2,1,2,1,1,1,1,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
4,77,3,2,700,2,2,4,1,1,4,35,3,1,3,4,2,1,0,1
4,88,1,2,2650,1,3,1,3,3,1,42,3,2,1,3,2,1,1,1
3,95,2,5,1925,4,1,4,2,4,2,28,2,2,2,2,2,1,1,1
3,40,2,4,250,2,5,1,2,2,4,18,1,2,4,2,1,2,1,1
2,66,0,8,2650,5,1,2,2,3,4,27,3,1,2,1,1,1,1,1
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
2,11,0,3,2350,5,3,4,2,4,2,33,3,1,1,4,1,1,0,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
2,70,0,10,1725,5,2,3,3,3,1,22,3,1,1,3,2,1,1,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
1,66,4,10,2900,5,4,2,1,2,1,22,1,1,3,1,1,2,1,1
3,87,3,9,225,3,1,1,1,2,4,44,3,2,3,1,1,2,0,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
2,70,0,10,1725,5,2,3,3,3,1,22,3,1,1,3,2,1,1,1
2,11,2,2,200,5,4,3,1,3,2,29,1,1,3,4,1,2,1,1
2,66,0,8,2650,5,1,2,2,3,4,27,3,1,2,1,1,1,1,1
2,24,1,2,550,4,4,1,2,4,4,40,3,2,3,2,1,2,1,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
4,70,1,8,1100,1,2,4,1,1,1,40,3,1,1,4,2,2,1,1
3,49,1,6,1000,5,3,2,2,3,3,38,1,1,3,3,1,1,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
3,10,2,1,1575,5,4,1,3,3,2,30,1,1,4,1,1,2,1,1
2,33,0,6,750,4,5,2,1,2,1,38,2,1,3,4,1,1,1,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
3,49,1,6,1000,5,3,2,2,3,3,38,1,1,3,3,1,1,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
2,14,2,9,1925,5,2,1,3,2,4,34,2,2,2,1,1,2,1,1
2,27,0,0,1525,4,4,3,3,2,4,21,3,2,2,1,2,1,0,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
4,73,1,0,1150,5,1,3,1,1,2,21,3,1,3,1,2,1,1,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
3,87,3,9,225,3,1,1,1,2,4,44,3,2,3,1,1,2,0,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
4,73,1,0,1150,5,1,3,1,1,2,21,3,1,3,1,2,1,1,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
3,10,2,1,1575,5,4,1,3,3,2,30,1,1,4,1,1,2,1,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
3,50,2,1,1850,1,2,3,2,2,3,38,3,1,1,3,1,1,1,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
2,67,1,9,2150,4,1,3,1,1,1,23,3,2,4,4,2,1,0,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
1,31,3,0,2550,2,3,3,2,4,4,28,1,1,3,1,1,2,1,1
1,40,1,4,1975,5,5,1,2,4,2,19,3,2,2,1,2,1,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
4,70,1,8,1100,1,2,4,1,1,1,40,3,1,1,4,2,2,1,1
4,67,0,10,1650,5,1,2,2,2,3,38,2,1,4,3,2,2,0,1
1,51,3,8,1325,4,2,1,1,1,2,22,2,1,2,4,1,2,1,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
3,49,1,6,1000,5,3,2,2,3,3,38,1,1,3,3,1,1,0,1
1,84,1,0,2600,3,1,2,3,1,4,44,3,1,3,4,1,2,1,1
4,16,0,8,750,2,5,1,3,2,2,19,1,2,4,4,1,2,0,1
3,10,2,1,1575,5,4,1,3,3,2,30,1,1,4,1,1,2,1,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
2,14,2,9,1925,5,2,1,3,2,4,34,2,2,2,1,1,2,1,1
1,97,3,9,2125,5,5,2,3,2,1,40,3,2,1,2,2,1,0,1
4,16,0,8,750,2,5,1,3,2,2,19,1,2,4,4,1,2,0,1
1,93,4,3,450,3,4,1,3,2,3,19,2,1,2,1,1,1,1,1
3,35,2,6,2775,1,3,2,1,1,1,40,1,2,4,1,2,2,1,1
1,18,4,2,1049,1,2,4,1,4,2,21,3,1,1,3,2,1,2,1
1,9,4,0,2799,1,3,2,1,2,1,36,3,1,2,3,1,1,2,1
2,12,2,9,841,2,4,2,1,4,1,23,3,1,1,2,2,1,2,1
1,12,4,0,2122,1,3,3,1,2,1,39,3,1,2,2,1,1,1,1
1,12,4,0,2171,1,3,4,1,4,2,38,1,2,2,2,2,1,1,1
1,10,4,0,2241,1,2,1,1,3,1,48,3,1,2,2,1,1,1,1
1,8,4,0,3398,1,4,1,1,4,1,39,3,2,2,2,2,1,1,1
1,6,4,0,1361,1,2,2,1,4,1,40,3,2,1,2,1,1,1,1
4,18,4,3,1098,1,1,4,1,4,3,65,3,2,2,1,2,1,2,1
2,24,2,3,3758,3,1,1,1,4,4,23,3,1,1,1,2,1,2,1
1,11,4,0,3905,1,3,2,1,2,1,36,3,1,2,3,1,1,2,1
1,30,4,1,6187,2,4,1,1,4,3,24,3,1,2,3,2,1,2,1
1,6,4,3,1957,1,4,1,1,4,3,31,3,2,1,3,2,1,2,1
2,48,3,10,7582,2,1,2,1,4,4,31,3,2,1,4,2,2,2,1
1,18,2,3,1936,5,4,2,1,4,3,23,3,1,2,2,2,1,2,1
1,6,2,3,2647,3,3,2,1,3,1,44,3,1,1,3,1,1,2,1
1,11,4,0,3939,1,3,1,1,2,1,40,3,2,2,2,1,1,2,1
2,18,2,3,3213,3,2,1,1,3,1,25,3,1,1,3,2,1,2,1
2,36,4,3,2337,1,5,4,1,4,1,36,3,2,1,3,2,1,2,1
4,11,4,0,7228,1,3,1,1,4,2,39,3,2,2,2,2,1,2,1
1,6,4,0,3676,1,3,1,1,3,1,37,3,1,3,3,1,1,2,1
2,12,4,0,3124,1,2,1,1,3,1,49,1,2,2,2,1,1,2,1
2,36,2,5,2384,1,2,4,1,1,4,33,3,1,1,2,2,1,2,0
2,12,4,4,1424,1,4,4,1,3,2,26,3,2,1,3,2,1,2,1
1,6,4,0,4716,5,2,1,1,3,1,44,3,2,2,2,1,1,2,1
2,11,3,3,4771,1,4,2,1,4,2,51,3,2,1,3,2,1,2,1
1,12,2,2,652,1,5,4,1,4,2,24,3,1,1,3,2,1,2,1
2,9,4,3,1154,1,5,2,1,4,1,37,3,2,3,2,2,1,2,1
4,15,2,0,3556,5,3,3,1,2,4,29,3,2,1,3,2,1,2,1
3,42,4,1,4796,1,5,4,1,4,4,56,3,3,1,3,2,1,2,1
3,30,4,3,3017,1,5,4,1,4,2,47,3,2,1,3,2,1,2,1
4,36,4,0,3535,1,4,4,1,4,3,37,3,2,2,3,2,2,2,1
4,36,4,0,6614,1,5,4,1,4,3,34,3,2,2,4,2,2,2,1
4,24,2,3,1376,3,4,4,1,1,3,28,3,2,1,3,2,1,2,1
1,15,2,0,1721,1,2,2,1,3,1,36,3,2,1,3,2,1,2,1
1,6,4,0,860,1,5,1,1,4,4,39,3,2,2,3,2,2,2,1
4,12,4,0,1495,1,5,4,1,1,1,38,3,2,2,2,1,1,2,1
4,12,4,3,1934,1,5,2,1,2,4,26,3,2,2,3,2,1,2,1
4,18,2,1,3378,5,3,2,1,1,2,31,3,2,1,3,2,2,2,1
4,24,4,1,3868,1,5,4,1,2,3,41,3,1,2,4,2,2,2,1
4,12,4,5,996,5,4,4,1,4,1,23,3,2,2,3,2,1,2,1
1,24,2,10,1755,1,5,4,3,4,1,58,3,2,1,2,2,2,2,1
4,18,4,0,1028,1,3,4,1,3,1,36,3,2,2,3,2,1,2,1
2,24,4,9,2825,5,4,4,1,3,4,34,3,2,2,3,1,2,2,1
2,18,2,6,1239,5,3,4,1,4,4,61,3,3,1,3,2,1,2,1
1,18,2,0,1216,1,2,4,1,3,3,23,3,1,1,3,2,2,2,0
4,24,2,9,1258,1,4,4,1,1,1,25,3,2,1,3,2,2,2,1
4,18,4,6,1864,2,3,4,1,2,1,30,3,2,2,3,2,1,2,0
4,24,2,0,1474,2,2,4,1,3,1,33,3,2,1,3,2,2,2,1
1,24,4,9,1382,2,4,4,1,1,1,26,3,2,2,3,2,2,2,1
4,12,2,0,640,1,3,4,1,2,1,49,3,2,1,2,2,1,2,1
3,36,2,3,3919,1,3,2,1,2,1,23,3,2,1,3,2,2,2,1
4,9,4,0,1224,1,3,3,1,1,1,30,3,2,2,3,2,1,2,1
4,12,4,3,2331,5,5,1,2,4,1,49,3,2,1,3,2,2,2,1
4,24,2,1,6313,5,5,3,1,4,3,41,3,2,1,4,1,2,2,1
1,12,4,3,385,1,4,4,1,3,1,58,3,2,4,2,2,2,2,1
4,12,4,3,1655,1,5,2,1,4,1,63,3,2,2,2,2,2,2,1
1,15,2,3,1053,1,2,4,1,2,1,27,3,2,1,3,2,1,1,1
4,21,2,3,3160,5,5,4,1,3,2,41,3,2,1,3,2,2,2,1
4,36,2,0,3079,5,3,4,1,4,1,36,3,2,1,3,2,1,2,1
4,12,4,0,1163,3,3,4,1,4,1,44,3,2,1,3,2,2,2,1
4,24,2,1,2679,1,2,4,1,1,4,29,3,2,1,4,2,2,2,1
4,48,4,3,3578,5,5,4,1,1,1,47,3,2,1,3,2,2,2,1
4,36,3,0,10875,1,5,2,1,2,3,45,3,2,2,3,1,2,2,1
1,12,3,0,1344,1,3,4,1,2,1,43,3,2,2,2,1,1,2,1
4,6,4,3,1237,2,3,1,1,1,2,27,3,2,2,3,2,1,2,1
4,12,2,3,3077,1,3,2,1,4,3,52,3,2,1,3,2,2,2,1
4,24,2,3,2284,1,4,4,1,2,3,28,3,2,1,3,2,2,2,1
2,12,2,3,1567,1,3,1,1,1,3,22,3,2,1,3,2,2,2,1
4,24,3,0,2032,1,5,4,1,4,4,60,3,3,2,3,2,2,2,1
2,21,4,2,2745,4,4,3,1,2,3,32,3,2,2,3,2,2,2,1
4,30,2,3,1867,5,5,4,1,4,3,58,3,2,1,3,2,2,2,1
4,36,2,3,2299,3,5,4,1,4,3,39,3,2,1,3,2,1,2,1
4,24,2,2,929,5,4,4,1,2,3,31,2,2,1,3,2,2,2,1
3,12,2,3,3399,5,5,2,1,3,3,37,3,2,1,4,2,1,2,1
2,9,2,2,2030,5,4,2,1,1,3,24,3,2,1,3,2,2,2,1
4,21,4,1,3275,1,5,1,1,4,3,36,3,2,1,4,2,2,2,1
4,24,4,0,1940,4,5,4,1,4,1,60,3,2,1,3,2,2,2,1
1,21,4,0,1602,1,5,4,1,3,3,30,3,2,2,3,2,2,2,1
4,15,2,3,1979,5,5,4,1,2,3,35,3,2,1,3,2,1,2,1
4,24,4,0,2022,1,3,4,1,4,3,37,3,2,1,3,2,2,2,1
4,36,4,3,3342,5,5,4,1,2,3,51,3,2,1,3,2,2,2,1
2,18,2,0,5866,2,3,2,1,2,3,30,3,2,2,3,2,2,2,1
3,15,4,1,2360,3,3,2,1,2,3,36,3,2,1,3,2,2,2,1
4,15,4,2,1520,5,5,4,1,4,2,63,3,2,1,3,2,1,2,1
1,12,2,0,3651,4,3,1,1,3,2,31,3,2,1,3,1,1,2,1
4,24,4,1,2346,1,4,4,1,3,3,35,3,2,2,3,2,2,2,1
4,36,3,3,4454,1,3,4,1,4,1,34,3,2,2,3,2,1,2,1
1,6,4,0,666,4,4,3,1,4,1,39,3,2,2,2,2,2,2,1
2,24,3,0,1965,5,3,4,1,4,3,42,3,1,2,3,2,2,2,1
2,12,4,0,1995,2,2,4,1,1,3,27,3,2,1,3,2,1,2,1
2,30,2,3,2991,5,5,2,1,4,3,25,3,2,1,3,2,1,2,1
2,30,0,9,4221,1,3,2,1,1,3,28,3,2,2,3,2,1,2,1
1,9,2,3,1364,1,4,3,1,4,1,59,3,2,1,3,2,1,2,1
2,18,4,2,6361,1,5,2,1,1,4,41,3,2,1,3,2,2,2,1
4,27,4,2,4526,4,2,4,1,2,1,32,2,2,2,2,1,2,2,1
2,12,4,3,3573,1,3,1,1,1,1,23,3,2,1,2,2,1,2,1
2,36,3,9,4455,1,3,2,1,2,1,30,2,2,2,4,2,2,2,0
1,9,2,2,2136,1,3,3,1,2,1,25,3,2,1,3,2,1,2,1
2,42,4,9,5954,1,4,2,1,1,1,41,1,2,2,2,2,1,2,1
4,24,4,2,3777,4,3,4,1,4,1,40,3,2,1,3,2,2,2,1
1,15,2,9,806,1,3,4,1,4,2,22,3,2,1,2,2,1,2,1
2,24,3,9,4712,5,3,4,1,2,2,34,1,2,2,4,2,2,2,1
2,36,3,0,7432,1,3,2,1,2,2,54,3,1,1,3,2,1,2,1
4,24,4,3,1851,1,4,4,3,2,3,33,3,2,2,3,2,2,2,1
4,24,2,0,1393,1,3,2,3,2,1,31,3,2,1,3,2,2,2,1
4,12,4,9,1412,1,3,4,3,2,1,29,3,2,2,4,2,2,2,1
4,18,2,3,1473,1,2,3,1,4,1,39,3,2,1,3,2,2,2,1
4,24,2,3,1533,1,2,4,1,3,3,38,2,2,1,3,2,2,2,1
4,12,4,6,2012,5,4,4,1,2,3,61,3,2,1,3,2,1,2,1
1,15,2,0,3959,1,3,3,1,2,2,29,3,2,1,3,2,2,2,0
1,6,2,2,428,1,5,2,1,1,2,49,1,2,1,3,2,2,2,1
2,12,4,0,2366,3,4,3,1,3,3,36,3,2,1,4,2,2,2,1
4,12,2,2,763,1,3,4,1,1,1,26,3,2,1,3,2,2,2,1
2,21,2,2,3976,5,4,2,1,3,3,35,3,2,1,3,2,2,2,1
2,18,2,0,6260,1,4,3,1,3,1,28,3,1,1,2,2,1,2,1
2,9,4,2,1919,1,4,4,1,3,3,35,3,1,1,3,2,2,2,1
4,24,2,1,2603,4,3,2,1,4,3,28,3,1,1,3,2,2,2,1
4,9,4,6,936,3,5,4,1,2,3,52,3,2,2,3,2,2,2,1
4,24,2,2,3062,3,5,4,1,3,4,32,3,1,1,3,2,2,2,1
2,36,2,3,4795,1,2,4,1,1,4,30,3,2,1,4,2,2,2,1
4,36,4,1,5842,1,5,2,1,2,2,35,3,2,2,3,1,2,2,1
2,6,2,3,2063,1,2,4,1,3,3,30,3,1,1,4,2,2,2,1
4,15,4,3,1459,1,3,4,1,2,3,43,3,2,1,2,2,1,2,1
4,15,2,3,1213,3,5,4,1,3,2,47,2,2,1,3,2,2,2,1
4,24,4,3,5103,1,2,3,1,3,4,47,3,3,3,3,2,2,2,1
4,15,2,4,874,5,2,4,1,1,1,24,3,2,1,3,2,1,2,1
4,6,2,2,2978,3,3,1,1,2,3,32,3,2,1,3,2,2,2,1
4,18,2,0,1820,1,3,2,1,2,2,30,3,2,1,4,2,2,2,1
4,24,4,3,2872,2,5,3,1,4,1,36,3,2,1,3,1,2,2,1
3,24,2,2,1925,1,3,2,1,2,1,26,3,2,1,3,2,1,2,1
4,18,2,2,2515,1,3,3,1,4,1,43,3,2,1,3,2,2,2,1
3,6,2,2,2116,1,3,2,1,2,1,41,3,2,1,3,2,2,2,1
4,18,2,3,1453,1,2,3,1,1,1,26,3,2,1,3,2,1,2,1
4,10,2,0,1364,1,3,2,1,4,3,64,3,2,1,3,2,2,2,1
4,6,2,2,1543,4,3,4,1,2,1,33,3,2,1,3,2,1,2,1
2,12,2,0,1318,4,5,4,1,4,1,54,3,2,1,3,2,2,2,1
1,24,1,0,2325,2,4,2,1,3,3,32,1,2,1,3,2,1,2,1
2,6,4,8,932,5,4,1,1,3,2,39,3,2,2,2,2,1,2,1
3,24,4,3,3148,5,3,3,1,2,3,31,3,2,2,3,2,2,2,1
4,36,2,3,3835,5,5,2,1,4,1,45,3,2,1,2,2,2,2,1
4,9,2,6,3832,5,5,1,1,4,1,64,3,2,1,2,2,1,2,1
2,24,2,3,5084,5,5,2,1,4,3,42,3,2,1,3,2,2,2,1
4,9,4,2,2406,1,1,2,1,3,3,31,3,2,1,4,2,1,2,1
4,36,2,3,2394,5,3,4,1,4,3,25,3,2,1,3,2,1,2,1
4,21,2,1,2476,5,5,4,1,4,1,46,3,2,1,4,2,2,2,1
1,24,2,1,2964,5,5,4,1,4,4,49,1,3,1,3,1,2,2,1
1,12,2,2,1262,5,5,2,1,4,2,49,3,2,1,2,2,2,2,1
4,12,2,9,1542,1,4,2,1,4,3,36,3,2,1,3,2,2,2,1
2,24,4,3,1743,1,5,4,1,2,2,48,3,2,2,2,2,1,2,1
3,12,1,3,409,4,3,3,1,3,1,42,3,1,2,3,2,1,2,1
4,12,2,3,2171,1,2,2,1,2,3,29,1,2,1,3,2,1,2,1
4,48,4,1,8858,5,4,2,1,1,4,35,3,3,2,3,2,2,2,1
2,24,2,0,3512,2,4,2,1,3,3,38,1,2,2,3,2,2,2,1
2,12,2,3,1158,3,3,3,1,1,3,26,3,2,1,3,2,2,2,1
4,24,4,3,2684,1,3,4,1,2,1,35,3,2,2,2,2,1,2,1
1,12,2,3,1498,1,3,4,1,1,3,23,1,2,1,3,2,1,2,1
